Address,AreaName,Price,lat,lng,postal_code,neighbourhood
"#1508 - 21 Iceboat Terr Toronto, ON",Downtown,378000,43.640381,-79.397339,M5V 4A9,Iceboat Terrace
"#106 - 60 Douro St Toronto, ON",King West Village,399900,43.640839,-79.41508499999999,M6K 3N5,Old Toronto
"#3015 - 150 East Liberty St Toronto, ON",Liberty Village,399900,43.638775,-79.41626,M6K 3R5,Ontario
"198 Rankin Cres Toronto, ON",Junction Triangle,719000,43.660889000000005,-79.44720500000001,M6P 4H9,Rankin Crescent
"#411 - 1000 King St Toronto, ON",Niagara,424900,43.641735,-79.41449,M6K 3N1,Shank Street
"#2005 - 103 The Queensway Ave Toronto, ON",Swansea,498000,43.636292,-79.470467,M6S 5B3,The Queensway
"#3108 - 270 Queens Quay Toronto, ON",Downtown,399900,43.639095000000005,-79.386475,M5V 3A7,Queens Quay West
"#809 - 35 Ormskirk Ave Toronto, ON",Swansea,480000,43.63913,-79.47483100000001,M6S 1A8,Old Toronto
"#721 - 65 Scadding Ave Toronto, ON",Downtown,438000,43.648983,-79.365219,M5A 4L1,Scadding Avenue
"99 Glen Albert Dr Toronto, ON",Woodbine Gardens,699900,43.701794,-79.30358100000001,M4B 1J1,Glen Albert Drive
"10 Beverly Glen Blvd Toronto, ON",Bridlewood,979000,43.802124,-79.32852199999999,M1W 1V9,Beverly Glen Boulevard
"44 Hawksbury Dr Toronto, ON",Bayview Village,2495000,43.773731,-79.380814,M2K 1M5,Hawksbury Drive
"239 Taysham Cres Toronto, ON",Rexdale,549900,43.739346000000005,-79.575073,M9V 1X8,Taysham Crescent
"#420 - 6 Humberline Dr Toronto, ON",Rexdale,200199,43.73069,-79.611,M9W 6X8,Humberline Drive
"9 Grove Hill Dr Toronto, ON",L'Amoreaux,1599000,43.797714,-79.295837,M1T 3C8,Grove Hill Drive
"#321 - 2121 Lake Shore Blvd Toronto, ON",Humber Bay Shores,349900,43.627644000000004,-79.478188,M8V 4E9,Lake Shore Boulevard West
"#914 - 20 Bloorview Pl Toronto, ON",Don Valley Village,338800,43.774311,-79.359085,M2J 0A6,Bloorview Place
"80 Martindale Rd Toronto, ON",Cliffcrest,629900,43.734875,-79.22728000000001,M1M 2C1,Martindale Road
"79 De Quincy Blvd Toronto, ON",Wilson Heights,999900,43.73904,-79.44236,M3H 1Y8,De Quincy Boulevard
"27 Conference Blvd Toronto, ON",Port Union,649900,43.782429,-79.14582800000001,M1C 2E1,Conference Boulevard
"58 Horseley Hill Dr Toronto, ON",Malvern,539000,43.808029,-79.229721,M1B 1W5,Horseley Hill Drive
"#1710 - 101 Charles St Toronto, ON",Downtown,634900,43.669643,-79.380608,M4Y 0A9,Charles Street East
"#102 - 1075 Ellesmere Rd Toronto, ON",Dorset Park,588000,43.767146999999994,-79.271454,M1P 5E2,Midland Avenue
"#909 - 185 Bonis Ave Toronto, ON",Tam O'Shanter,285000,43.785804999999996,-79.292114,M1T 3W6,Bonis Avenue
"#801 - 89 Dunfield Ave Toronto, ON",Midtown Toronto,495000,43.706771999999994,-79.39523299999999,M4S 3A4,Eglinton Avenue East
"#508 - 28 Rosebank Dr Toronto, ON",Malvern,498000,43.792122,-79.235725,M1B,Rosebank Drive
"39 Chestermere Blvd Toronto, ON",Woburn,529000,43.749328999999996,-79.226715,M1J 2X8,Chestermere Boulevard
"384 Blackthorn Ave Toronto, ON",Silverthorn,589000,43.684425,-79.462715,M6M 3B9,Blackthorn Avenue
"#1805 - 103 The Queensway Toronto, ON",Swansea,498000,43.636292,-79.470467,M6S 5B3,The Queensway
"24 Brady Cres Toronto, ON",Jane and Finch,569900,43.741797999999996,-79.508911,M3L 2B5,Brady Crescent
"56 Millview Cres Toronto, ON",Rexdale,664900,43.723648,-79.589729,M9W 3K5,Etobicoke
"1336 Pharmacy Ave Toronto, ON",Wexford - Maryvale,649000,43.755215,-79.30976899999999,M1R 2J5,Scarborough
"#807 - 250 Scarlett Rd Toronto, ON",Rockcliffe - Smythe,322000,43.676445,-79.505966,M6N 2M6,York
"#514 - 10 Queens Quay W Quay Toronto, ON",Downtown,469900,43.642139,-79.37571,M5J 2V7,Old Toronto
"15 Eldon Ave Toronto, ON",Danforth Village,499000,43.691113,-79.291534,M4C 5G2,Eldon Avenue
"#804 - 44 Gerrard St Toronto, ON",Downtown,588000,43.659618,-79.379684,M5B 2E8,Gerrard Street East
"#1605 - 105 The Queensway Ave Toronto, ON",Swansea,329900,43.636173,-79.47075699999999,M6S 5B5,The Queensway
"#1305 - 155 Legion Rd Toronto, ON",Mimico,435000,43.62381,-79.488022,M8Y 0A1,Legion Road North
"51 Old Finch Ave Toronto, ON",Malvern,799000,43.819778,-79.211075,M1B 5J1,Old Finch Avenue
"#2729 - 165 Legion Rd Toronto, ON",Mimico,359900,43.624207,-79.488228,M8Y 0B3,Legion Road North
"#520 - 245 Dalesford Rd Toronto, ON",The Queensway,479000,43.625931,-79.490524,M8Y 4H7,Dalesford Road
"65 Hart Ave Toronto, ON",Scarborough Junction,699900,43.723095,-79.260643,M1K 3H3,Hart Avenue
"#504 - 778 Sheppard Ave Toronto, ON",Bathurst Manor,349900,43.753578000000005,-79.448555,M3H 2T1,Sheppard Avenue West
"#1313 - 320 Richmond St Toronto, ON",Downtown,369900,43.64904,-79.392258,M5V 1X2,Richmond Street West
"#1123A - 111 Elizabeth St Toronto, ON",Downtown,299800,43.655113,-79.384804,M5G 1P7,Elizabeth Street
"#808 - 300 Front St Toronto, ON",Downtown,512000,43.644172999999995,-79.38942,M5V 0E9,Front Street West
"89 Cordella Ave Toronto, ON",Rockcliffe - Smythe,599900,43.680248,-79.483566,M6N 2J8,Cordella Avenue
"#907 - 1900 Sheppard Ave Toronto, ON",Jane and Finch,285000,43.740059,-79.50960500000001,M3L 1Y7,Sheppard Avenue West
"#204 - 31 Olive Ave Toronto, ON",Midtown Toronto,719000,43.66983,-79.414742,M6G 1T7,Olive Avenue
"#885 - 36 Tandridge Cres Toronto, ON",The Elms,299900,43.728195,-79.549736,M9W 2N7,Etobicoke
"#3 - 175 Jones Ave Toronto, ON",Leslieville,747400,43.667384999999996,-79.334412,M4M 3A2,Jones Avenue
"#2118 - 75 East Liberty St Toronto, ON",Liberty Village,798000,43.638306,-79.414787,M6K 0A2,Old Toronto
"#4309 - 35 Mariner Terr Toronto, ON",Downtown,849000,43.639683000000005,-79.39211999999999,M5V 3V9,Mariner Terrace
"#503 - 15 Michael Power Pl Toronto, ON",Six Points,384900,43.644825,-79.53009,M9A 5G4,Michael Power Place
"#708 - 3 Rean Dr Toronto, ON",Bayview Village,449000,43.765289,-79.382339,M2K 3C2,Rean Drive
"62 Northdale Rd Toronto, ON",St. Andrew - Windfields,2080000,43.76339,-79.382515,M2L 2M1,Northdale Road
"#509 - 68 Canterbury Pl Toronto, ON",Willowdale,399888,43.773746,-79.41551199999999,M2N 1Y7,Canterbury Place
"#302 - 24 Wellesley St Toronto, ON",Downtown,489000,43.664845,-79.385933,M4Y 2X6,Wellesley Street West
"#1101 - 75 Portland St Toronto, ON",Downtown,1599000,43.643799,-79.39960500000001,M5V 2M9,Portland Street
"#123 - 326 Carlaw Ave Toronto, ON",Leslieville,1200000,43.664089000000004,-79.341415,M4M 3L1,Carlaw Avenue
"#8 - 169 Jones Ave Toronto, ON",Leslieville,953350,43.667133,-79.334404,M4M 3A2,Jones Avenue
"#Th 28 - 9 Oakburn Cres Toronto, ON",Willowdale,929000,43.758666999999996,-79.403778,M2N 2T5,Oakburn Crescent
"#611 - 1250 Bridletowne Circ Toronto, ON",Bridlewood,229900,43.794464000000005,-79.312782,M1W 2V1,Stonehill Court
"#3611 - 121 Mcmahon Dr Toronto, ON",Bayview Village,339900,43.767746,-79.370918,M2K 1C2,McMahon Drive
"#1307T - 628 Fleet St Toronto, ON",Niagara,629000,43.636234,-79.403122,M5V 1A8,Fleet Street
"#2711 - 1 Palace Pier Crt Toronto, ON",Mimico,459000,43.631432000000004,-79.473564,M8V 2Z6,Palace Pier Court
"2 Monastery Lane Toronto, ON",Clairlea,1090000,43.715702,-79.286171,M1L 4V6,Monastery Lane
"#1006 - 900 Mount Pleasant Rd Toronto, ON",North Toronto,414000,43.711781,-79.39164,M4P 3J9,Mount Pleasant Road
"142 Silverthorn Ave Toronto, ON",Earlscourt,579000,43.677620000000005,-79.46127299999999,M6N 3K3,Rockwell Avenue
"#1611 - 25 Carlton St Toronto, ON",Downtown,399000,43.661045,-79.38166,M5B 1L4,Carlton Street
"#1607 - 170 Avenue Rd Toronto, ON",Midtown Toronto,785000,43.675331,-79.397125,M5R 2H8,Avenue Road
"#703 - 35 Finch Ave Toronto, ON",Willowdale,334800,43.779987,-79.412735,M2N 6Z8,North York
"#2208 - 90 Park Lawn Rd Toronto, ON",Humber Bay,649000,43.624373999999996,-79.48554200000001,M8Y 0B6,Park Lawn Road
"#431 - 39 Queens Quay St Toronto, ON",Downtown,499900,43.641346,-79.372421,M5E 0A4,Queens Quay East
"#801 - 101 Charles St Toronto, ON",Downtown,949900,43.669643,-79.380608,M4Y 0A9,Charles Street East
"389 Silverstone Dr Toronto, ON",Silverstone,699900,43.745613,-79.600151,M9V 3K2,Silverstone Drive
"62 Deerhurst Ave Toronto, ON",Pelmo Park,899000,43.711338,-79.51726500000001,M9N 3A7,North York
"#37 - 619 Evans Ave Toronto, ON",Alderwood,777000,43.6105,-79.55011,M8W 2W6,Evans Avenue
"118 Fairglen Ave Toronto, ON",L'Amoreaux,1999000,43.782825,-79.32382199999999,M1W 1A7,Fairglen Avenue
"#1403 - 55 Bamburgh Circ Toronto, ON",Steeles,429000,43.814667,-79.326698,M1W 3V4,Bamburgh Circle
"#1611 - 68 Grangeway Ave Toronto, ON",Woburn,343900,43.773685,-79.249619,M1H 0A1,Grangeway Avenue
"#11 - 40 Wayside Ave Toronto, ON",L'Amoreaux,599800,43.800545,-79.299683,M1T 3T9,Scarborough
"#509 - 10 Old Mill Tr Toronto, ON",The Kingsway,439000,43.650345,-79.495689,M8X 2Z4,York
"#22 - 365 Murray Ross Pkwy Toronto, ON",York University Heights,499900,43.765209000000006,-79.500168,M3J 3T7,Murray Ross Parkway
"#1308 - 105 George St Toronto, ON",Downtown,399888,43.652221999999995,-79.37087199999999,M5A 0L4,Adelaide Street East
"#2910 - 75 Queens Wharf Rd Toronto, ON",Downtown,332000,43.638477,-79.397987,M5V 0J8,Housey Street
"#503 - 199 Richmond St Toronto, ON",Downtown,385000,43.649597,-79.388489,M5V 3E5,Richmond Street West
"#405 - 1238 Dundas St Toronto, ON",Dufferin Grove,449800,43.64962,-79.423973,M6J 1X5,Dundas Street West
"#204 - 799 College St Toronto, ON",Trinity - Bellwoods,508000,43.65464,-79.421013,M6G 1C7,College Street
"174 Sloane Ave Toronto, ON",Victoria Village,1088000,43.735703,-79.31237800000001,M4A,Sloane Avenue
"212 Johnston Ave Toronto, ON",Lansing,3058000,43.757053000000006,-79.420387,M2N 1H3,Johnston Avenue
"#626 - 230 Queens Quay Toronto, ON",Downtown,349000,43.639381,-79.384064,M5J,Queens Quay West
"#813 - 3 Rean Dr Toronto, ON",Bayview Village,316000,43.765289,-79.382339,M2K 3C2,Rean Drive
"479 Glengarry Ave Toronto, ON",Nortown,1488000,43.720818,-79.425377,M5M 1E9,Glengarry Avenue
"#2819 - 88 Corporate Dr Toronto, ON",Woburn,275000,43.780956,-79.249779,M1H 3G6,Scarborough
"#1509 - 2212 Lakeshore Blvd Toronto, ON",Mimico,359900,43.622589000000005,-79.482445,M8V 0A9,Etobicoke
"#2507 - 225 Sackville St Toronto, ON",Downtown,385800,43.659824,-79.362724,M5A 0B9,Sackville Street
"#219 - 1 Massey Sq Toronto, ON",Old East York,159000,43.69614,-79.294983,M4C 5L5,Massey Square
"#322 - 500 Doris Ave Toronto, ON",Willowdale,718800,43.776451,-79.414017,M2N 0C1,Doris Avenue
"39 Crewe Ave Toronto, ON",Woodbine - Lumsden,1130000,43.693939,-79.306885,M4C 2J2,Crewe Avenue
"#207 - 55 Harrison Garden Blvd Toronto, ON",Willowdale,325000,43.75666,-79.407364,M2N 7G3,Harrison Garden Boulevard
"#1510 - 10 Markbrook Lane Toronto, ON",Rexdale,259999,43.759009999999996,-79.588539,M9V 5E3,Kipling Avenue
"#10 - 850 Richmond St Toronto, ON",Niagara,869900,43.644657,-79.411919,M6J 1C9,Richmond Street West
"199 Oakmount Rd Toronto, ON",High Park North,2249000,43.659157,-79.46459200000001,M6P 2N1,Oakmount Road
"43 Hillsview Ave Toronto, ON",High Park North,1299000,43.659706,-79.464279,M6P 1J4,Hillsview Avenue
"#1705 - 3 Rowntree Rd Toronto, ON",Rexdale,289900,43.750534,-79.581467,M9V 5G8,Rowntree Road
"#403 - 2010 Islington Ave Toronto, ON",Kingsview Village,529900,43.698036,-79.54692800000001,M9P 3T5,Islington Avenue
"#404 - 17 Ruddington Dr Toronto, ON",Newtonbrook,328000,43.788425,-79.390388,M2K 2G6,Ruddington Drive
"#2205 - 10 Tangreen Crt Toronto, ON",Newtonbrook,468000,43.795891,-79.42712399999999,M2M 4B9,Tangreen Court
"#1002 - 400 Mclevin Ave Toronto, ON",Malvern,269000,43.809708,-79.22116899999999,M1B 4Z8,McLevin Avenue
"#506 - 169 Fort York Blvd Toronto, ON",Niagara,368900,43.638512,-79.400894,M5V 0C8,Fort York Boulevard
"#526 - 23 Glebe Rd Toronto, ON",Midtown Toronto,345000,43.701252000000004,-79.39589699999999,M4S 1N7,Glebe Road East
"#1908 - 175 Bamburgh Circ Toronto, ON",Steeles,438888,43.812259999999995,-79.32494399999999,M1W 3X8,Bamburgh Circle
"#301 - 16 Brookers Lane Toronto, ON",Humber Bay Shores,339900,43.626965000000006,-79.47848499999999,M8V 0A5,Brookers Lane
"56 Macdonell Ave Toronto, ON",Roncesvalles Village,1450000,43.642044,-79.438721,M6R 2A2,Macdonell Avenue
"#1624 - 700 Humberwood Blvd Toronto, ON",Rexdale,319900,43.724765999999995,-79.616486,M9W 7J4,Humberwood Boulevard
"#4104 - 2045 Lake Shore Blvd Toronto, ON",Mimico,1199000,43.631355,-79.474609,M8V 2Z6,Lake Shore Boulevard West
"48 Rondeau Dr Toronto, ON",Hillcrest Village,1850000,43.806202,-79.37043800000001,M2H 1R6,Rondeau Drive
"612 Conacher Dr Toronto, ON",Newtonbrook,3288000,43.792961,-79.397667,M2M 3N1,Conacher Drive
"#1603 - 151 Village Green Sq Toronto, ON",Agincourt,332000,43.778614000000005,-79.281258,M1S 0K5,Village Green Square
"#506 - 125 Peter St Toronto, ON",Downtown,399900,43.648296,-79.39295200000001,M5V 0M3,Peter Street
"551 Dufferin St Toronto, ON",Little Portugal,949000,43.647655,-79.43049599999999,M6K 2B1,Dufferin Street
"#1508 - 5 Michael Power Pl Toronto, ON",Islington - City Centre West,359900,43.644081,-79.5289,M9A 0A3,Michael Power Place
"#2308 - 55 Skymark Dr Toronto, ON",Don Valley Village,425800,43.794937,-79.352112,M2H 3N4,Skymark Drive
"#1908 - 35 Balmuto St Toronto, ON",Downtown,719000,43.669456,-79.387474,M4Y 0A3,Balmuto Street
"#1206 - 11 Wincott Dr Toronto, ON",The Westway,309900,43.695362,-79.55070500000001,M9R 2R9,Wincott Drive
"#2405 - 5 St Joseph St Toronto, ON",Downtown,549900,43.665749,-79.385513,M4Y 0B6,Saint Joseph Street
"#804 - 581 Avenue Rd Toronto, ON",Midtown Toronto,319000,43.689021999999994,-79.402077,M4V 2K4,Avenue Road
"#105 - 60 Haslett Ave Toronto, ON",The Beach,611000,43.674232,-79.307144,M4L 3R2,Haslett Avenue
"#3 - 125 Isaac Devins Blvd Toronto, ON",Humberlea,199900,43.731235999999996,-79.531784,M9M 3A1,Isaac Devins Boulevard
"#812 - 1 Avondale Ave Toronto, ON",Willowdale,389900,43.757996,-79.409592,M2N 7J1,Avondale Avenue
"#309 - 68 Canterbury Pl Toronto, ON",Willowdale,420000,43.773746,-79.41551199999999,M2N 1Y7,Canterbury Place
"18 Bathford Cres Toronto, ON",Bayview Village,1299000,43.788948,-79.372192,M2J 2S4,Bathford Crescent
"#311 - 3559 Eglinton Ave Toronto, ON",Mount Dennis,319000,43.686134,-79.491875,M6M 1V7,Eglinton Avenue West
"#134 - 150 Burrows Hall Blvd Toronto, ON",Malvern,419990,43.792770000000004,-79.229561,M1B 1M6,Burrows Hall Boulevard
"1602 Bloor St Toronto, ON",High Park North,1199000,43.655978999999995,-79.455147,M6P 1A7,Bloor Street West
"435 Murray Ross Pkwy Toronto, ON",York University Heights,950000,43.764462,-79.504471,M3J 3P1,Murray Ross Parkway
"181 Goddard St Toronto, ON",Bathurst Manor,1420000,43.761913,-79.45127099999999,M3H 5E4,Goddard Street
"#1906 - 21 Widmer St Toronto, ON",Downtown,465000,43.647224,-79.391098,M5V 0B8,Widmer Street
"#3108 - 21 Widmer St Toronto, ON",Downtown,409800,43.647224,-79.391098,M5V 0B8,Widmer Street
"#728 - 231 Fort York Blvd Toronto, ON",Niagara,398880,43.636837,-79.406052,M5V 4A2,Fort York Boulevard
"#2630 - 165 Legion Rd Toronto, ON",Mimico,459900,43.624207,-79.488228,M8Y 0B3,Legion Road North
"125 Trowell Ave Toronto, ON",Silverthorn,559900,43.686015999999995,-79.47228199999999,M6M 1L6,Trowell Avenue
"#3311 - 36 Lee Centre Dr Toronto, ON",Woburn,319000,43.78167,-79.247215,M1H 3J7,Lee Centre Drive
"1209 Glencairn Ave Toronto, ON",Glen Park,1788000,43.704937,-79.462776,M6B 2B6,Glencairn Avenue
"40 Clearbrooke Circ Toronto, ON",Rexdale,629000,43.719516999999996,-79.56390400000001,M9W 2E4,Daysland Road
"#2601 - 225 Sherway Gardens Rd Toronto, ON",Islington - City Centre West,314900,43.609169,-79.558167,M9C 0A8,Sherway Gardens Road
"#3301 - 5168 Yonge St Toronto, ON",Willowdale,479800,43.769829,-79.413467,M2N 0G1,Yonge Street
"#1012 - 15 James Finlay Way Toronto, ON",Downsview,339000,43.726418,-79.47994200000001,M3M 0B3,Wilson Avenue
"#309 - 3 Michael Power Pl Toronto, ON",Islington - City Centre West,287900,43.64397,-79.528503,M9A 0A3,Michael Power Place
"66 Cotswold Cres Toronto, ON",St. Andrew - Windfields,3618800,43.758784999999996,-79.396378,M2P 1N2,Cotswold Crescent
"#509 - 1 Ripley Ave Toronto, ON",Swansea,639500,43.636818,-79.47419000000001,M6S 4Z6,Old Toronto
"#314 - 21 Scollard St Toronto, ON",Midtown Toronto,539000,43.672318,-79.388817,M5R 1G1,Scollard Street
"211 Cranbrooke Ave Toronto, ON",Bedford Park,2888000,43.727428,-79.410751,M5M 1M8,Cranbrooke Avenue
"#P311 - 25 Soho St Toronto, ON",Downtown,898000,43.65036,-79.393578,M5T 3L8,Soho Street
"#2209 - 18 Sommerset Way Toronto, ON",Willowdale,484900,43.776028000000004,-79.412056,M2N,Rouge Street
"90 Lonsdale Rd Toronto, ON",Midtown Toronto,1979000,43.691390999999996,-79.400566,M4V 1W5,Lonsdale Road
"51B Sherwood Ave Toronto, ON",Sherwood Park,2350000,43.713936,-79.396851,M4P 2A6,Sherwood Avenue
"#2605 - 18 Holmes Ave Toronto, ON",Willowdale,489900,43.778434999999995,-79.41333,M2N 0E1,Holmes Avenue
"2 Chauncey Ave Toronto, ON",Islington - City Centre West,1400000,43.6381,-79.521408,M8Z 2Z2,Chauncey Avenue
"#825 - 68 Abell St Toronto, ON",Little Portugal,255990,43.642390999999996,-79.424736,M6J 0B1,Queen Street West
"#3708 - 8 Park Rd Toronto, ON",Midtown Toronto,449800,43.671303,-79.384689,M4W 1A8,Park Road
"273 Murray Ross Pkwy Toronto, ON",York University Heights,799000,43.765755,-79.496803,M3J 3N6,Murray Ross Parkway
"#2517 - 70 Temperance St Toronto, ON",Downtown,574900,43.650372,-79.382347,M5H 3V5,Sheppard Street
"#2506 - 28 Ted Rogers Way Toronto, ON",Downtown,429900,43.670547,-79.380585,M4Y 2J4,Toronto
"253 Searle Ave Toronto, ON",Bathurst Manor,1279000,43.756145000000004,-79.45931999999999,M3H 4C1,Searle Avenue
"121 Clearbrooke Circ Toronto, ON",Rexdale,629900,43.722485,-79.563148,M9W 2E9,Clearbrooke Circle
"#335 - 58 Marine Parade Dr Toronto, ON",Mimico,329800,43.627303999999995,-79.47686800000001,M8V 0A3,Marine Parade Drive
"#1907 - 11 Bogert Ave Toronto, ON",Lansing,598000,43.760517,-79.411743,M2N 0H3,Sheppard Avenue West
"275 Riverside Dr Toronto, ON",Swansea,4995000,43.644661,-79.484764,M6S 4A8,Riverside Drive
"#1609 - 85 Queens Wharf Rd Toronto, ON",Downtown,339000,43.638866,-79.398438,M5V 1A9,Fort York Boulevard
"#4901 - 11 Brunel Crt Toronto, ON",Downtown,419000,43.6395,-79.393425,M5V 3Y3,Brunel Court
"298 Lauder Ave Toronto, ON",Oakwood Village,1499000,43.682838000000004,-79.441528,M6E 3H6,Lauder Avenue
"#1110 - 275 Yorkland Rd Toronto, ON",Henry Farm,400000,43.774746,-79.336929,M2J 1S3,275
"#1807 - 2121 Lake Shore Blvd Toronto, ON",Humber Bay Shores,529900,43.627644000000004,-79.478188,M8V 4E9,Lake Shore Boulevard West
"#1009 - 21 Grand Magazine St Toronto, ON",Niagara,549900,43.63641,-79.402,M5V 1B5,Grand Magazine Street
"#102 - 352 Front St Toronto, ON",Downtown,549900,43.643485999999996,-79.392303,M5V 0K3,Front Street West
"262 Weston Rd Toronto, ON",Rockcliffe - Smythe,799900,43.677685,-79.472687,M6N 3P5,Weston Road
"#516 - 181 Village Green Sq Toronto, ON",Agincourt,279500,43.779205,-79.28151700000001,M1S 0K5,Village Green Square
"112 Bombay Ave Toronto, ON",Armour Heights,1590000,43.743423,-79.426872,M3H 1C3,Bombay Avenue
"#2606 - 33 Charles St Toronto, ON",Downtown,838000,43.668785,-79.384766,M4Y 1R9,Charles Street East
"178 Roslin Ave Toronto, ON",North Toronto,2595000,43.731457,-79.39439399999999,M4N 1Z6,Roslin Avenue
"52 Avonhurst Rd Toronto, ON",Eatonville,1799900,43.647533,-79.533516,M9A 2G9,Avonhurst Road
"#821 - 800 Lawrence Ave Toronto, ON",Lawrence Heights,289000,43.714591999999996,-79.452911,M6A 0B1,Lawrence Avenue West
"#410 - 1060 Sheppard Ave Toronto, ON",Downsview,348000,43.750595000000004,-79.464058,M3J 0G7,Ontario
"#1109 - 88 Grandview Way Toronto, ON",Willowdale,349000,43.774658,-79.412415,M2N 6V6,Grandview Way
"171 Cornelius Pkwy Toronto, ON",Maple Leaf,1264000,43.720005,-79.475037,M6L 2K8,Cornelius Parkway
"32 Berkindale Dr Toronto, ON",St. Andrew - Windfields,5800000,43.755501,-79.38423900000001,M2L 1Z8,Berkindale Drive
"#Lph2 - 1910 Lake Shore Blvd Toronto, ON",Sunnyside,339900,43.636387,-79.466263,M6S,Lake Shore Boulevard West
"#312 - 710 Humberwood Blvd Toronto, ON",Rexdale,324900,43.724556,-79.616455,M9W 7J4,Humberwood Boulevard
"#Ph01 - 1910 Lake Shore Blvd Toronto, ON",Sunnyside,330000,43.636387,-79.466263,M6S,Lake Shore Boulevard West
"2656 Bayview Ave Toronto, ON",York Mills,3388000,43.756172,-79.385963,M2L 1B9,Bayview Avenue
"588 Conacher Dr Toronto, ON",Newtonbrook,2888800,43.791988,-79.397247,M2M 3M9,Conacher Drive
"1 Old Yonge St Toronto, ON",York Mills,5998000,43.740790999999994,-79.403267,M2P 1A9,Brookfield Road
"#1002 - 3 Marine Parade Dr Toronto, ON",Mimico,649000,43.630383,-79.47627299999999,M8V 3Z4,Lake Shore Boulevard West
"#432 - 22 Leader Lane Toronto, ON",Downtown,458000,43.649246000000005,-79.375755,M5E 0B2,King Street East
"#2109 - 59 Annie Craig Dr Toronto, ON",Mimico,417900,43.624969,-79.478081,M8V 0C4,Annie Craig Drive
"201 Boulton Ave Toronto, ON",Riverside,1099000,43.664547,-79.348579,M4M 2J8,Boulton Avenue
"426 Kingston Rd Toronto, ON",Upper Beaches,799000,43.67691,-79.304825,M4L 1T9,Kingston Road
"#1822 - 3 Greystone Walk Dr Toronto, ON",Kennedy Park,319900,43.724361,-79.251663,M1K 5J3,Greystone Walk Drive
"352 Maple Leaf Dr Toronto, ON",Maple Leaf,979900,43.713287,-79.48689300000001,M6L 1P6,Maple Leaf Drive
"#3105 - 5 Valhalla Inn Rd Toronto, ON",Islington - City Centre West,325000,43.640293,-79.559761,M9B 1S9,Valhalla Inn Road
"#416 - 101 Charles St Toronto, ON",Downtown,599000,43.669643,-79.380608,M4Y 0A9,Charles Street East
"#903 - 1 Michael Power Pl Toronto, ON",Islington - City Centre West,414900,43.643925,-79.528885,M9A 0A3,Michael Power Place
"#802 - 101 Peter St Toronto, ON",Downtown,269900,43.647514,-79.3927,M5V 0G6,Peter Street
"#1901 - 45 Charles St Toronto, ON",Downtown,629000,43.668777,-79.383995,M4Y 1S2,Charles Street East
"#804 - 1040 The Queensway Ave Toronto, ON",The Queensway,269999,43.623482,-79.516762,M8Z 0A7,The Queensway
"#C002 - 2300 Yonge St Toronto, ON",Lawrence Park South,539900,43.707275,-79.399559,M4P 1E4,Yonge Street
"#423 - 2737 Keele St Toronto, ON",Downsview,179900,43.72578,-79.48075899999999,M3M 2E9,Keele Street
"#307 - 8 Rean Dr Toronto, ON",Bayview Village,289999,43.766068,-79.382774,M2K 3B9,Rean Drive
"#2603 - 22 Olive Ave Toronto, ON",Willowdale,299900,43.779659,-79.414589,M2N 7G6,Olive Avenue
"#406 - 1387 Bayview Ave Toronto, ON",Leaside,329900,43.701004,-79.3731,M4G 3A5,McRae Drive
"#2708 - 103 The Queensway Ave Toronto, ON",Swansea,334000,43.636292,-79.470467,M6S 5B3,The Queensway
"44 Nottingham Dr Toronto, ON",Chestnut Hills,2749900,43.654602000000004,-79.5252,M9A 2W4,Nottingham Drive
"#Ph08 - 80 Antibes Dr Toronto, ON",Newtonbrook,359900,43.780464,-79.447006,M2R 3N1,Antibes Drive
"#604 - 218 Queens Quay Toronto, ON",Downtown,372000,43.639851,-79.38243100000001,M5J 2Y6,Queens Quay West
"#2106 - 88 Sheppard Ave Toronto, ON",Lansing,458800,43.760658,-79.41581,M2N 1M5,Sheppard Avenue West
"#2702 - 180 University Ave Toronto, ON",Downtown,748000,43.648827000000004,-79.385551,M5H 3B3,Adelaide Street West
"#912 - 236 Albion Rd Toronto, ON",Rexdale,109900,43.722031,-79.543945,M9W 6A6,Albion Road
"#119 - 45 Overlea Blvd Toronto, ON",Thorncliffe Park,200000,43.705597,-79.345993,M4H 1C3,Overlea Boulevard
"#3008 - 11 Bogert Ave Toronto, ON",Lansing,659000,43.760517,-79.411743,M2N 0H3,Sheppard Avenue West
"#7407 - 388 Yonge St Toronto, ON",Downtown,1188800,43.659534,-79.382828,M5G 2K2,Old Toronto
"#3B - 4773 Yonge St Toronto, ON",Willowdale,569000,43.760952,-79.41038499999999,M2N 0G3,North York
"#1207 - 70 Forest Manor Rd Toronto, ON",Henry Farm,364900,43.774895,-79.345955,M2J 1G2,Forest Manor Road
"#3027 - 165 Legion Rd Toronto, ON",Mimico,729900,43.624207,-79.488228,M8Y 0B3,Legion Road North
"#1008 - 12 York St Toronto, ON",Downtown,289000,43.641632,-79.38205,M5J 2T8,Old Toronto
"#441 - 36 Via Bagnato Toronto, ON",Lawrence Heights,315000,43.715069,-79.4533,M6A 0B7,Via Bagnato
"#1020 - 39 Queens Quay Toronto, ON",Downtown,589900,43.641346,-79.372421,M5E 0A4,Queens Quay East
"#209B - 80 Nashdene Rd Toronto, ON",Armdale,89900,43.819328000000006,-79.25386800000001,M1V 5E4,Scarborough
