Address,AreaName,Price,lat,lng,postal_code,neighbourhood
"68 AGINCOURT DR Toronto, ON",Agincourt,939000,43.789047,-79.284752,M1S 1M6,Scarborough
"8 BARNES CRES Toronto, ON",Woburn,599000,43.765667,-79.219574,M1G 1Z9,Scarborough
"19 GATWICK AVE Toronto, ON",Old East York,719000,43.689983,-79.307259,M4C 1W2,East York
"618 O&#39;CONNOR DR Toronto, ON",Toronto,849900,43.653225,-79.383186,M5G 1P5,Old Toronto
"41 HENDON AVE Toronto, ON",Newtonbrook,1690000,43.780804,-79.419121,M2M 1A4,North York
"#17 A - 2528 FINCH AVE W Toronto, ON",Humber Summit,55000,43.749264,-79.559441,M9M 2G3,North York
"#2 - 671 HUNTINGWOOD DR Toronto, ON",Tam O'Shanter,533900,43.7897,-79.30526,M1W 1H6,Scarborough
"#108 - 70 FOREST MANOR RD Toronto, ON",Henry Farm,309900,43.774895,-79.345955,M2J 1G2,North York
"117 KING EDWARD AVE Toronto, ON",Woodbine - Lumsden,1150000,43.691368,-79.311615,M4C 5J7,East York
"#2710 - 90 PARK LAWN RD Toronto, ON",Humber Bay,419900,43.624374,-79.485542,M8Y 0B6,Etobicoke
"#2511 - 5 MASSEY SQ Toronto, ON",Old East York,265000,43.696163,-79.292953,M4C 5M9,East York
"1623 WESTON RD Toronto, ON",Toronto,369000,43.695999,-79.507645,M9N 1T8,York
"14 RICHOME CRT Toronto, ON",Ionview,717000,43.735332,-79.275482,M1K 2Y1,Scarborough
"17 STRODE DR Toronto, ON",Eglinton East,699000,43.739819,-79.248024,M1J 1L8,Scarborough
"7 ATTILA CRT Toronto, ON",Rexdale,599000,43.736565,-79.597107,M9V 4E5,Etobicoke
"7 ROUGE RIVER DR Toronto, ON",Rouge,688500,43.805416,-79.186546,M1B 6J4,Scarborough
"#905 - 31 BALES AVE Toronto, ON",Willowdale,468000,43.760101,-79.408844,M2N 7L6,North York
"#709 - 68 GRANGEWAY AVE Toronto, ON",Woburn,338800,43.773685,-79.249619,M1H 0A1,Scarborough
"9 RECTORY RD Toronto, ON",Weston,485900,43.705288,-79.526894,M9N 1P8,York
"#2109 - 4978 YONGE ST Toronto, ON",Willowdale,478000,43.765579,-79.41259,M2N 7G8,North York
"#308 - 21 MARKBROOK LANE Toronto, ON",Rexdale,249900,43.758636,-79.58757,M9V 5E4,Etobicoke
"#221 - 60 MENDELSSOHN ST Toronto, ON",Golden Mile,359000,43.716156,-79.281998,M1L 0G9,Toronto
"631 ST GERMAIN AVE Toronto, ON",Nortown,2429000,43.726009,-79.429718,M5M 1X8,North York
"75 HOLBORNE AVE Toronto, ON",Old East York,649900,43.693779,-79.322388,M4C 2R2,East York
"49 HAWKEDON CRES Toronto, ON",Rexdale,669900,43.725483,-79.585327,M9W 3L6,Etobicoke
"#412 - 19 FOUR WINDS DR Toronto, ON",Jane and Finch,255000,43.764374,-79.49456,M3J 2S9,North York
"57 HOPPERTON DR Toronto, ON",St. Andrew - Windfields,2388000,43.763935,-79.370956,M2L 2S7,North York
"#14 - 242 JOHN GARLAND BLVD Toronto, ON",Rexdale,184500,43.73354,-79.592949,M9V 1N8,Etobicoke
"202 PEMBERTON AVE Toronto, ON",Newtonbrook,1689000,43.783783,-79.401764,M2M 1Y8,North York
"26 VICTORIA ST Toronto, ON",Mimico,659900,43.619488,-79.488205,M8V 1M6,Etobicoke
"#1604 - 88 CORPORATE DR Toronto, ON",Woburn,385000,43.780956,-79.249779,M1H 3G6,Toronto
"3528 ELLESMERE RD Toronto, ON",Highland Creek,859000,43.7897,-79.176453,M1C 3Z2,Scarborough
"#1133 - 25 BAMBURGH CIRC Toronto, ON",Steeles,479000,43.815434,-79.325745,M1W 3W2,Scarborough
"554 LAUDER AVE Toronto, ON",Oakwood Village,659000,43.691177,-79.444824,M6E 3J4,York
"#207 - 1775 MARKHAM RD Toronto, ON",Malvern,377500,43.795006,-79.239113,M1B 2W2,Scarborough
"102 RUSTY CREST WAY Toronto, ON",Don Valley Village,672000,43.788429,-79.355347,M2J 2Y4,North York
"#310 - 777 STEELES AVE W Toronto, ON",Newtonbrook,395000,43.792667,-79.443939,M2R 3Y4,North York
"274 RUMSEY RD Toronto, ON",Leaside,1499000,43.712597,-79.369644,M4G 1R1,East York
"119 CORINTHIAN BLVD Toronto, ON",L'Amoreaux,749888,43.792309,-79.327568,M1W 1B7,Scarborough
"4 HAIDA CRT Toronto, ON",Highland Creek,2497000,43.782387,-79.181709,M1C,Scarborough
"#3107 - 33 SINGER CRT Toronto, ON",Bayview Village,314900,43.769611,-79.368416,M2K 0B4,North York
"29 GLANVIL CRES Toronto, ON",Malvern,475000,43.813889,-79.221359,M1B 4R9,Scarborough
"#1125 - 5 EVERSON DR Toronto, ON",Willowdale,545000,43.757408,-79.406853,M2N 7C3,North York
"#1406 - 5 MASSEY SQ Toronto, ON",Old East York,164900,43.696163,-79.292953,M4C 5M9,East York
"#405 - 99 BLACKWELL AVE Toronto, ON",Malvern,139900,43.805328,-79.22023,M1B 3R5,Scarborough
"#31 - 1396 DON MILLS RD Toronto, ON",Don Mills,675000,43.748825,-79.347603,M3B 3N1,Toronto
"61 BOBMAR RD Toronto, ON",Highland Creek,869000,43.786201,-79.178551,M1C 1C8,Scarborough
"#Th 77 - 83 BOROUGH DR Toronto, ON",Bendale,299900,43.772957,-79.261116,M1P 5E5,Toronto
"46 B MAYBOURNE AVE Toronto, ON",Clairlea,1279900,43.702293,-79.291161,M1L 2V9,Scarborough
"#1107 - 5740 YONGE ST Toronto, ON",Newtonbrook,375800,43.783081,-79.416824,M2M 3T6,North York
"66 PIPERBROOK CRES Toronto, ON",West Hill,730000,43.767239,-79.180832,M1E 5G9,Scarborough
"#1501 - 360 RIDELLE AVE Toronto, ON",Midtown Toronto,349900,43.704834,-79.439888,M6B 1K1,York
"#725 - 250 MANITOBA ST Toronto, ON",Mimico,429900,43.624485,-79.490479,M8Y 4G8,Etobicoke
"523 C ROYAL YORK RD Toronto, ON",The Queensway,949900,43.624474,-79.501793,M8Y 2S5,Toronto
"52 WATNEY CRES Toronto, ON",Jane and Finch,629000,43.744606,-79.503181,M3L 2E1,North York
"69 BERNICE CRES Toronto, ON",Rockcliffe - Smythe,599000,43.667286,-79.49749,M6N 1W7,York
"77 MINTWOOD DR Toronto, ON",Newtonbrook,828000,43.803524,-79.377838,M2M 3A7,North York
"#2606 - 10 NORTHTOWN WAY Toronto, ON",Willowdale,359000,43.775902,-79.413261,M2N 7L4,North York
"#1807 - 61 TOWN CENTRE CRT Toronto, ON",Bendale,268500,43.774338,-79.252594,M1P 5C6,Scarborough
"115 A HOMESTEAD RD Toronto, ON",West Hill,1198000,43.766975,-79.178986,M1E 3S1,Scarborough
"#1 - 750 OAKDALE RD Toronto, ON",Jane and Finch,459000,43.751255,-79.528702,M3N,Toronto
"#1007 - 3 MARINE PARADE DR Toronto, ON",Mimico,268000,43.630383,-79.476273,M8V 3Z4,Etobicoke
"24 A MASSIE ST Toronto, ON",White Haven,749900,43.790119,-79.244278,M1S 3Z6,Scarborough
"#1707 - 5168 YONGE ST Toronto, ON",Willowdale,455000,43.769829,-79.413467,M2N 0G1,North York
"#1829 - 500 DORIS AVE Toronto, ON",Willowdale,519500,43.776451,-79.414017,M2N 0C1,North York
"#407 - 5 ROWNTREE RD Toronto, ON",Rexdale,245000,43.74955,-79.58075,M9V 5G9,Toronto
"#310 - 99 BLACKWELL AVE Toronto, ON",Malvern,125000,43.805328,-79.22023,M1B 3R5,Scarborough
"#Ph 2 - 15 LEGION RD Toronto, ON",Mimico,675000,43.621376,-79.483429,M8V 0B1,Toronto
"#301 - 45 SILVERSTONE DR Toronto, ON",Rexdale,299999,43.744343,-79.587379,M9V 4B1,Etobicoke
"#52 - 1667 ALBION RD Toronto, ON",Rexdale,424999,43.742409,-79.598518,M9W 5T3,Etobicoke
"#105 - 1795 MARKHAM RD Toronto, ON",Malvern,339000,43.795254,-79.239372,M1B 2Z7,Scarborough
"#D12 - 63 SILVER STAR BLVD Toronto, ON",Milliken,299000,43.806938,-79.290916,M1V 5E5,Scarborough
"43 BENLIGHT CRES Toronto, ON",Ben Jungle,795000,43.761955,-79.23864,M1H 1P5,Scarborough
"#514 - 1470 MIDLAND AVE Toronto, ON",Dorset Park,269000,43.75235,-79.265923,M1P 4Z4,Scarborough
"#1910 - 190 BOROUGH DR Toronto, ON",Bendale,435000,43.772877,-79.25396,M1P 0B5,Scarborough
"69 STEWART SMITH DR Toronto, ON",Brookhaven - Amesbury,449900,43.698521,-79.497978,M6M 2T7,North York
"#407 - 70 FOREST MANOR RD Toronto, ON",Henry Farm,369888,43.774895,-79.345955,M2J 1G2,North York
"7 VAN ALLAN RD Toronto, ON",Woburn,615000,43.757694,-79.222122,M1G 1C1,Scarborough
"42 CONLINS RD Toronto, ON",Highland Creek,999000,43.785759,-79.182869,M1C 1C3,Scarborough
"#615 - 15 JAMES FINLAY WAY Toronto, ON",Downsview,399000,43.726418,-79.479942,M3M 0B3,North York
"548 PRINCE EDWARD DR N Toronto, ON",The Kingsway,1879000,43.659264,-79.510025,M8X 2M7,Etobicoke
"#3012 - 1 MASSEY SQ Toronto, ON",Old East York,184000,43.69614,-79.294983,M4C 5L5,East York
"31 MELDAZY DR Toronto, ON",Bendale,799000,43.761456,-79.250458,M1P 4G1,Scarborough
"#113 - 1200 DON MILLS RD Toronto, ON",Don Mills,499900,43.739239,-79.344574,M3B 3N9,North York
"7 GLENSTROKE DR Toronto, ON",White Haven,879900,43.789085,-79.251717,M1S 2Z8,Scarborough
"30 ALEXIS BLVD Toronto, ON",Wilson Heights,999000,43.754162,-79.440613,M3H 2P4,North York
"42 STEPHEN DR Toronto, ON",Humber Bay,669000,43.632587,-79.485214,M8Y,Etobicoke
"#15 - 431 MILITARY TR Toronto, ON",Morningside,435000,43.788143,-79.207649,M1E 4E8,Scarborough
"517 CRANBROOKE AVE Toronto, ON",Nortown,2495000,43.724655,-79.424278,M5M 1N9,North York
"#5002 - 16 HARBOUR ST Toronto, ON",Downtown,1329900,43.642578,-79.3769,M5J 2Y4,Old Toronto
"#911 - 1060 SHEPPARD AVE W Toronto, ON",Downsview,519900,43.750595,-79.464058,M3J 0G7,Canada
"#2503 - 9 BOGERT AVE Toronto, ON",Lansing,675000,43.760303,-79.411621,M2N 0H3,North York
"#808 - 29 QUEENS QUAY E Toronto, ON",Downtown,1149000,43.642273,-79.372704,M5E 1L7,Toronto
"#406 - 4 PARK VISTA DR Toronto, ON",Woodbine Gardens,219000,43.698101,-79.299431,M4B 3M8,East York
"#Ph18 - 5 SHEPPARD AVE E Toronto, ON",Willowdale,2150000,43.761501,-79.409882,M2N 0C8,Toronto
"#3007 - 59 ANNIE CRAIG DR Toronto, ON",Mimico,549900,43.624969,-79.478081,M8V 0C4,Etobicoke
"#808 - 880 GRANDVIEW WAY Toronto, ON",Willowdale,428800,43.775146,-79.412666,M2N 7A2,North York
"#1406 - 80 MARINE PARADE DR Toronto, ON",Mimico,399900,43.625542,-79.477242,M8V 0A3,Etobicoke
"#315 - 352 FRONT ST W Toronto, ON",Downtown,345000,43.643486,-79.392303,M5V 0K3,Old Toronto
"#Ph1421 - 629 KING ST W Toronto, ON",Downtown,1699990,43.643948,-79.401474,M5V 0G9,Old Toronto
"496 -498 HORNER AVE Toronto, ON",Alderwood,1148000,43.602165,-79.544388,M8W 2B8,Etobicoke
"#1303 - 32 DAVENPORT RD Toronto, ON",Midtown Toronto,738000,43.673172,-79.389687,M5R 0B5,Old Toronto
"#2519 - 25 GREENVIEW AVE Toronto, ON",Newtonbrook,562000,43.78067,-79.418343,M2M 0A5,North York
"#2905 - 18 YONGE ST Toronto, ON",Downtown,389000,43.644455,-79.376534,M5E 1Z8,Toronto
"#3208 - 9 BOGERT AVE Toronto, ON",Lansing,629900,43.760303,-79.411621,M2N 0H3,North York
"#1604 - 215 FORT YORK BLVD Toronto, ON",Niagara,559000,43.636345,-79.404808,M5V 4A2,Old Toronto
"#2710 - 155 LEGION RD Toronto, ON",Mimico,349000,43.62381,-79.488022,M8Y 0A1,Etobicoke
"#122 - 5225 FINCH AVE E Toronto, ON",Bridlewood,279800,43.796768,-79.315636,M1W,Toronto
"#507 - 12 YORK ST Toronto, ON",Downtown,549000,43.641632,-79.38205,M5J 2T8,Toronto
"#609 - 70 TEMPERANCE ST Toronto, ON",Downtown,458900,43.650372,-79.382347,M5H 3V5,Old Toronto
"#819 - 25 GREENVIEW AVE Toronto, ON",Newtonbrook,514900,43.78067,-79.418343,M2M 0A5,North York
"#1 - 288 ST CLAIR AVE W Toronto, ON",Midtown Toronto,2275990,43.685131,-79.410217,M4V 1S3,Toronto
"#233 - 25 BAMBURGH CIRC Toronto, ON",Steeles,508888,43.815434,-79.325745,M1W 3W2,Scarborough
"#40 - 30 IRONSIDE CRES Toronto, ON",Armdale,366735,43.825054,-79.246819,M1X 1G4,Toronto
"#2510 - 33 EMPRESS AVE Toronto, ON",Willowdale,559000,43.769207,-79.412132,M2N 6Y7,Toronto
"#2301 - 5162 YONGE ST Toronto, ON",Willowdale,475000,43.769665,-79.41378,M2N 0E9,Toronto
"#709 - 28 BYNG AVE Toronto, ON",Willowdale,419800,43.777054,-79.41378,M2N 7H4,North York
"#310 - 5508 YONGE ST Toronto, ON",Willowdale,425000,43.778439,-79.416069,M2N 7L2,North York
"#352 - 1030 KING ST W Toronto, ON",Niagara,549000,43.641579,-79.415901,M6K 0B4,Old Toronto
"#901 - 4968 YONGE ST Toronto, ON",Willowdale,339000,43.76556,-79.412804,M2N 7G8,North York
"#913 - 21 GRAND MAGAZINE ST Toronto, ON",Niagara,479000,43.63641,-79.402,M5V 1B5,Old Toronto
"#2706 - 2220 LAKESHORE RD Toronto, ON",Mimico,343000,43.62273,-79.483192,M8V 0C1,Etobicoke
"#526 - 560 KING ST W Toronto, ON",Downtown,479999,43.644852,-79.399101,M5V 1M3,Old Toronto
"#1601 - 33 CHARLES ST E Toronto, ON",Downtown,449000,43.668785,-79.384766,M4Y 1R9,Old Toronto
"#4505 - 45 CHARLES ST E Toronto, ON",Downtown,422000,43.668777,-79.383995,M4Y 1S2,Old Toronto
"#2311 - 352 FRONT ST W Toronto, ON",Downtown,412000,43.643486,-79.392303,M5V 0K3,Old Toronto
"#B6 - 4227 SHEPPARD AVE E Toronto, ON",Agincourt,168000,43.785206,-79.277573,M1S 5H5,Scarborough
"#110 - 2772 KEELE ST Toronto, ON",Downsview,379999,43.727539,-79.482857,M3M 0A3,North York
"#2210 - 36 LEE CENTRE DR Toronto, ON",Woburn,325000,43.78167,-79.247215,M1H 3J7,Scarborough
"#2902 - 390 CHERRY ST Toronto, ON",Downtown,769000,43.650555,-79.357384,M5A 0E2,Old Toronto
"#1306 - 318 KING ST E Toronto, ON",Downtown,649000,43.652454,-79.363731,M5A 1K6,Toronto
"#405 - 1 Michael Power Pl Toronto, ON",Islington - City Centre West,329900,43.643925,-79.528885,M9A 0A3,Etobicoke
"#707 - 2 Aberfoyle Cres Toronto, ON",Islington - City Centre West,859000,43.646122,-79.521828,M8X 2Z8,Etobicoke
"##1008 - 420 Mill Rd Toronto, ON",Eringate - Centennial - West Deane,335000,43.644711,-79.588692,M9C 1Z1,Etobicoke
"#514 - 9 Michael Power Pl Toronto, ON",Islington - City Centre West,349900,43.644661,-79.529335,M9A 0A4,Etobicoke
"32B Keith Ave Toronto, ON",Fairbank,799000,43.690666,-79.46199,M6E 2C6,York
"1 Pegasus Tr Toronto, ON",Woburn,649000,43.779556,-79.225761,M1G 3N3,Scarborough
"14 Elmview Dr Toronto, ON",Birch Cliff,1089900,43.684292,-79.27916,M1N 2W4,Scarborough
"144 Rory Rd Toronto, ON",Maple Leaf,499900,43.720539,-79.48439,M6L 3G4,North York
"75 Cayuga Ave Toronto, ON",Harwood,419900,43.678665,-79.478302,M6N 2G4,York
"3 Acton Ave Toronto, ON",Bathurst Manor,999000,43.760948,-79.444893,M3H 4G6,North York
"71 Delemere Ave Toronto, ON",Lambton,639000,43.670361,-79.501076,M6N 1Z8,York
"12 Waring Crt Toronto, ON",Willowdale,3588000,43.77668,-79.401146,M2N 4G6,North York
"46 Cole St Toronto, ON",Downtown,363900,43.660629,-79.364532,M5A 0A3,Old Toronto
"3 Burkwood Cres Toronto, ON",Malvern,539900,43.802864,-79.214462,M1B 1L7,Scarborough
"220 Gilbert Ave Toronto, ON",Toronto,559000,43.682991,-79.459412,M6E 4W5,York
"52 Malta St Toronto, ON",Birch Cliff,599900,43.704281,-79.257225,M1N 2L4,Scarborough
"113 Moreau Tr Toronto, ON",Clairlea,1199000,43.711281,-79.283325,M1L 4T9,Scarborough
"#707 - 1 King St Toronto, ON",Weston,320000,43.701572,-79.520187,M9N 1K8,York
"28 Rowse Cres Toronto, ON",The Westway,824888,43.691151,-79.54287,M9P 3L5,Etobicoke
"52B Hilldale Rd Toronto, ON",Harwood,869000,43.676849,-79.482109,M6N 3Y2,York
"92 Rushley Dr Toronto, ON",Bendale,549900,43.755604,-79.260536,M1P 3S5,Scarborough
"#17 - 117 Omni Dr Toronto, ON",Bendale,439000,43.77195,-79.261711,M1P 4M8,Scarborough
"28 Glanvil Cres Toronto, ON",Malvern,518000,43.813629,-79.221588,M1B 4R8,Scarborough
"36 Bonis Ave Toronto, ON",Tam O'Shanter,500000,43.783947,-79.298721,M1T 2V1,Scarborough
"15 Kengate Dr Toronto, ON",Malvern,830000,43.82024,-79.202942,M1B 5E6,Scarborough
"#4002 - 33 Bay St Toronto, ON",Downtown,430000,43.642509,-79.377365,M5J 2Z3,Old Toronto
"#67 - 42 Pinery Tr Toronto, ON",Malvern,234900,43.807106,-79.227829,M1B 6K2,Scarborough
"4 Big Red Ave Toronto, ON",Agincourt,629900,43.814487,-79.269928,M1V 1N7,Scarborough
"43B Foch Ave Toronto, ON",Alderwood,1349999,43.595139,-79.545746,M8W 3X3,Etobicoke
"700 Wilson Ave Toronto, ON",Downsview,758800,43.731644,-79.462372,M3K 1E1,North York
"18 Dignam Crt Toronto, ON",Bendale,728888,43.754463,-79.243851,M1J 2C5,Scarborough
"383 Shuter St Toronto, ON",Downtown,699900,43.657341,-79.362579,M5A 1X3,Old Toronto
"26 JOSEPH ST Toronto, ON",Weston,748800,43.705509,-79.518242,M9N 2J2,York
"165 Legion Road Toronto, ON",Mimico,399000,43.624207,-79.488228,M8Y 0B3,Etobicoke
"8 ADAMS DR Toronto, ON",West Hill,1779999,43.763065,-79.196571,M1E 1X2,Scarborough
"#1007 - 2050 Bridletowne Circ Toronto, ON",Milliken,279800,43.797787,-79.313347,M1W 2V5,Scarborough
"#3304 - 21 Grenville St Toronto, ON",Downtown,714900,43.661793,-79.384506,M4Y 0B9,Old Toronto
"#1501 - 60 Berwick Ave Toronto, ON",Midtown Toronto,419000,43.703773,-79.399658,M5P 1H1,Toronto
"#514 - 210 Simcoe St Toronto, ON",Downtown,479999,43.652451,-79.388931,M5T 0A9,Old Toronto
"#Ph614 - 380 Macpherson Ave Toronto, ON",Midtown Toronto,1080000,43.676369,-79.405739,M4V 3E4,Old Toronto
"#912 - 352 Front St Toronto, ON",Downtown,334900,43.643486,-79.392303,M5V 0K3,Old Toronto
"#612 - 2 Old Mill Dr Toronto, ON",Lambton Baby Point,539900,43.648071,-79.486664,M6S,York
"#17G - 6 Rosebank Dr Toronto, ON",Malvern,249990,43.791725,-79.23687,M1B,Scarborough
"#1506 - 60 Pavane Link Way Toronto, ON",Flemingdon Park,299000,43.711529,-79.322899,M3C 1A1,North York
"182 Patricia Ave Toronto, ON",Newtonbrook,1480000,43.788563,-79.426552,M2M 1J5,North York
"#08 - 341 Military Tr Toronto, ON",Morningside,429900,43.78614,-79.211952,M1E 4E4,Scarborough
"#2202 - 88 Grangeway Ave Toronto, ON",Woburn,349000,43.773827,-79.250023,M1H 0A2,Scarborough
"16 Larkfield Dr Toronto, ON",Windfields,3388000,43.737522,-79.358696,M3B 2H1,North York
"430 Military Tr Toronto, ON",Morningside,699900,43.788639,-79.207932,M1E 4E7,Scarborough
"17 Hildenboro Sq Toronto, ON",L'Amoreaux,688000,43.801937,-79.321388,M1W 1Y2,Scarborough
"14 Miniot Circ Toronto, ON",Kennedy Park,649900,43.727692,-79.269615,M1K 2K2,Scarborough
"#709 - 455 Sentinel Rd Toronto, ON",York University Heights,239000,43.762249,-79.500114,M3J 2T6,Toronto
"26 Yorkview Dr Toronto, ON",Willowdale,1498000,43.774139,-79.427925,M2N 2S1,North York
"#18 - 170 Wickson Tr Toronto, ON",Malvern,318000,43.805099,-79.21196,M1B 1M4,Scarborough
"553 Blackthorn Ave Toronto, ON",Silverthorn,629000,43.690617,-79.46476,M6M 3C7,York
"#4012 - 763 Bay St Toronto, ON",Downtown,525900,43.660103,-79.385086,M5G,Old Toronto
"#815 - 39 Queens Quay Way Toronto, ON",Downtown,1349000,43.641346,-79.372421,M5E 0A4,Old Toronto
"#308 - 350 Lonsdale Rd Toronto, ON",Midtown Toronto,789000,43.688499,-79.414642,M5P 1R6,Old Toronto
"#169 - 28 Stadium Rd Toronto, ON",Niagara,449900,43.633461,-79.399681,M5V 3P4,Old Toronto
"#2504 - 500 Sherbourne St Toronto, ON",Downtown,385000,43.667915,-79.375679,M4X 1L1,Old Toronto
"#610 - 1169 Queen St Toronto, ON",Little Portugal,418000,43.642593,-79.425537,M6J 1J4,Old Toronto
"187 Gowan Ave Toronto, ON",Pape Village,699000,43.68848,-79.347557,M4J 2K7,East York
"119 Park Home Ave Toronto, ON",Willowdale,1998000,43.767403,-79.421387,M2N 1W7,North York
"20 Shrewsbury Sq Toronto, ON",Tam O'Shanter - Sullivan,788000,43.772118,-79.309311,M1T 1L2,Scarborough
"1254 Broadview Ave Toronto, ON",Old East York,850000,43.691109,-79.35553,M4K 2T4,East York
"43 Franel Cres Toronto, ON",Humber Summit,649000,43.753605,-79.569298,M9L 1B6,North York
"#807 - 330 Alton Towers Circ Toronto, ON",Milliken,329000,43.822525,-79.276451,M1V 5H3,Scarborough
"8 Firestone Rd Toronto, ON",Eringate - Centennial - West Deane,799000,43.666061,-79.576218,M9C 4N1,Etobicoke
"35 B Green Belt Dr Toronto, ON",Don Mills,868880,43.730297,-79.336617,M3C 1L8,North York
"28 Goodwood Park Cres Toronto, ON",Old East York,539900,43.695007,-79.299088,M4C 2G5,East York
"34 Burnhamthorpe Cres Toronto, ON",Islington,1250000,43.649994,-79.530228,M9A 1G4,Etobicoke
"694 Morrish Rd Toronto, ON",Highland Creek,725000,43.79467,-79.175468,M1C 1G3,Scarborough
"#4105 - 2200 Lake Shore Blvd Toronto, ON",Mimico,305000,43.622883,-79.481972,M8V 1A4,Etobicoke
"#824 - 525 Wilson Ave Toronto, ON",Wilson Heights,529900,43.734478,-79.446472,M3H 1V1,Toronto
"20 Warvet Cres Toronto, ON",O'Connor - Parkview,599000,43.708248,-79.302658,M4B 1P3,East York
"#805 - 168 Bonis Ave Toronto, ON",Tam O'Shanter,749800,43.785709,-79.293724,M1T 3V6,Scarborough
"#68 - 15 Pebble Byway Way Toronto, ON",Hillcrest Village,390000,43.802334,-79.353668,M2H 3J5,North York
"#2912 - 275 Yorkland Rd Toronto, ON",Henry Farm,294900,43.774746,-79.336929,M2J 1S3,Yorkland Road
"6 Woody Vineway Way Toronto, ON",Bayview Village,529000,43.788269,-79.368301,M2J,North York
"#511 - 301 Prudential Dr Toronto, ON",Dorset Park,241900,43.750229,-79.268051,M1P 4V3,Scarborough
"#411 - 121 Trudelle St Toronto, ON",Eglinton East,185000,43.740406,-79.237946,M1J 3K4,Scarborough
"#2702 - 101 Charles St Toronto, ON",Downtown,559800,43.669643,-79.380608,M4Y 0A9,Old Toronto
"#301 - 650 SHEPPARD AVE E Toronto, ON",Bayview Village,320000,43.768475,-79.381607,M2K 1B7,North York
"118 Saturn Rd Toronto, ON",Eatonville,1099000,43.641037,-79.573959,M9C 2S8,Etobicoke
"5 Compton Dr Toronto, ON",Wexford,799900,43.750195,-79.292679,M1R 4A5,Scarborough
"5 Vankirk Rd Toronto, ON",Dorset Park,639900,43.756271,-79.282959,M1P 1M8,Scarborough
"10 Flora Dr Toronto, ON",McGregor Park,625000,43.742405,-79.281387,M1P 1A1,Scarborough
"70 Poynter Dr Toronto, ON",Richview,785000,43.692616,-79.54583,M9R 1L2,Etobicoke
"#2302 - 1 Aberfoyle Cres Toronto, ON",Islington - City Centre West,875000,43.64592,-79.519623,M8X 2X8,Etobicoke
"#1703 - 75 QUEENS WHARF RD E Toronto, ON",Downtown,419900,43.638477,-79.397987,M5V 0J8,Old Toronto
"#203 - 170 ROEHAMPTON AVE Toronto, ON",Midtown Toronto,339999,43.709068,-79.393547,M4P 1P9,Old Toronto
"#207 - 245 DAVISVILLE AVE Toronto, ON",Midtown Toronto,449000,43.699955,-79.387505,M4S 3H4,Old Toronto
"#2005 - 103 THE QUEENSWAY AVE Toronto, ON",Swansea,498000,43.636292,-79.470467,M6S 5B3,Old Toronto
"#301 - 155 YORKVILLE AVE Toronto, ON",Midtown Toronto,599900,43.670319,-79.394432,M5R 1C4,Old Toronto
"#411 - 812 LANSDOWNE AVE Toronto, ON",Wallace Emerson,315000,43.665203,-79.447601,M6H 4K5,Old Toronto
"#3409 - 105 THE QUEENSWAY AVE Toronto, ON",Swansea,250000,43.636173,-79.470757,M6S 5B5,Old Toronto
"#416 - 103 THE QUEENSWAY AVE Toronto, ON",Swansea,345000,43.636292,-79.470467,M6S 5B3,Old Toronto
"#3805 - 8 THE ESPLANADE AVE Toronto, ON",Downtown,899000,43.64613,-79.375778,M5E 0A6,Toronto
"#614 - 18 VALLEY WOODS RD Toronto, ON",Parkwoods - Donalda,248800,43.752785,-79.332695,M3A 0A1,North York
"#1949 - 25 VIKING LANE Toronto, ON",Islington - City Centre West,538000,43.638737,-79.535606,M9B 0A1,Toronto
"#603 - 65 SPRING GARDEN AVE Toronto, ON",Willowdale,698000,43.764442,-79.408936,M2N 6H9,North York
"#4105 - 2200 LAKE SHORE BLVD Toronto, ON",Mimico,305000,43.622883,-79.481972,M8V 1A4,Etobicoke
"1803 - 1300 ISLINGTON Avenue Toronto, ON",Islington - City Centre West,549000,43.650017,-79.52639,M9A 5C4,Etobicoke
"#1706 - 40 RICHVIEW RD Toronto, ON",Humber Heights - Westmount,419900,43.684998,-79.515526,M9A 5C1,Etobicoke
"#3007 - 2200 LAKE SHORE BLVD W Toronto, ON",Mimico,469980,43.622883,-79.481972,M8V 1A4,Etobicoke
"#607 - 140 WIDDICOMBE HILL BLVD Toronto, ON",Richview,479900,43.677921,-79.556534,M9R 4B3,Etobicoke
"2229 LAWRENCE AVE W Toronto, ON",Humber Heights - Westmount,889000,43.697754,-79.524979,M9P 2A2,Etobicoke
"#50 - 100 BRIDLETOWNE CIRC Toronto, ON",Bridlewood,479999,43.793938,-79.318443,M1W 3Z8,Toronto
"#820 - 135 VILLAGE GREEN SQ Toronto, ON",Agincourt,272900,43.777565,-79.281006,M1S 0G4,Scarborough
"#711 - 125 VILLAGE GREEN SQ Toronto, ON",Agincourt,325800,43.778103,-79.281586,M1S 0G5,Scarborough
"#312 - 300 ALTON TOWERS CIRC Toronto, ON",Milliken,329900,43.824017,-79.2771,M1V 4X9,Scarborough
"#68 - 15 PEBBLE BYWAY WAY Toronto, ON",Hillcrest Village,390000,43.802334,-79.353668,M2H 3J5,North York
"#120 - 80 HARRISON GARDEN BLVD Toronto, ON",Willowdale,529000,43.756294,-79.406532,M2N 7E2,North York
"#1026 - 80 HARRISON GARDEN BLVD Toronto, ON",Willowdale,548800,43.756294,-79.406532,M2N 7E2,North York
"#1023 - 100 HARRISON GARDEN BLVD Toronto, ON",Willowdale,599900,43.757233,-79.404686,M2N 2T2,North York
