Address,AreaName,Price,lat,lng,postal_code,neighbourhood
"96 BANNOCKBURN AVE Toronto, ON",Nortown,3098000,43.732269,-79.428207,M5M 2N1,North York
"#3108 - 11 BOGERT AVE Toronto, ON",Lansing,625000,43.760517,-79.411743,M2N 0H3,North York
"51 OURLAND AVE Toronto, ON",Mimico,949000,43.617924,-79.508667,M8Z 4E2,Etobicoke
"12 FIFESHIRE RD Toronto, ON",St. Andrew - Windfields,7395000,43.754295,-79.387703,M2L 2G4,North York
"#1908 - 50 Quebec Ave Toronto, ON",High Park North,549000,43.654373,-79.46788,M6P 4B4,Old Toronto
"80 EDINBOROUGH CRT Toronto, ON",Rockcliffe - Smythe,674900,43.67289,-79.500313,M6N 2E8,York
"37 MISTY CRES Toronto, ON",Windfields,9998880,43.745796,-79.377312,M3B 1T2,North York
"#807 - 40 Panorama Crt Toronto, ON",Rexdale,79900,43.747585,-79.579842,M9V 4M1,Etobicoke
"#521 - 200 MANITOBA ST Toronto, ON",Mimico,324500,43.62434,-79.491203,M8Y 3Y9,Etobicoke
"25 WAGNER DR Toronto, ON",West Hill,618000,43.761448,-79.184669,M1E 2Z5,Scarborough
"#3005 - 763 Bay St Toronto, ON",Downtown,868000,43.660103,-79.385086,M5G,Old Toronto
"#413 - 2737 KEELE ST Toronto, ON",Downsview,162500,43.72578,-79.480759,M3M 2E9,North York
"1515 Birchmount Rd Toronto, ON",Dorset Park,50000,43.75869,-79.288948,M1P 2G7,Scarborough
"#903 - 2627 MCCOWAN RD Toronto, ON",Agincourt,259000,43.807091,-79.265533,M1S 5T1,Scarborough
"#1506 - 60 Pavane Link Way Toronto, ON",Flemingdon Park,299000,43.711529,-79.322899,M3C 1A1,North York
"#1706 - 295 ADELAIDE ST W Toronto, ON",Downtown,489000,43.647663,-79.390419,M5V 0L4,Toronto
"19 TYNEVALE DR Toronto, ON",Richview,849000,43.686066,-79.559258,M9R 2B6,Etobicoke
"#109 - 509 BEECROFT RD Toronto, ON",Willowdale,315000,43.778786,-79.417908,M2N 7H2,North York
"#1603 - 10 CAPREOL CRT Toronto, ON",Downtown,350000,43.640224,-79.39595,M5V 4A3,Old Toronto
"#2 - 1071 DANFORTH RD Toronto, ON",Eglinton East,95000,43.735638,-79.246964,M1J 2C7,Scarborough
"90 EARLSCOURT AVE Toronto, ON",Earlscourt,1190000,43.679775,-79.448845,M6E 4A9,York
"25 NEWDAWN CRES Toronto, ON",Agincourt,639000,43.806854,-79.28157,M1V 1J8,Scarborough
"#3007 - 120 HOMEWOOD AVE Toronto, ON",Downtown,569000,43.666752,-79.376236,M4Y 2J3,Old Toronto
"1 292 St. Clair Avenue Toronto, ON",Midtown Toronto,2175000,43.685131,-79.410416,M4V 1S3,Toronto
"#3 - 1575 LAWRENCE AVE Toronto, ON",Amesbury,99000,43.705917,-79.488579,M6L 1C3,Canada
"#1401 - 45 SOUTHPORT ST Toronto, ON",Swansea,419900,43.63905,-79.472717,M6S 3N5,Old Toronto
"151 REGINA AVE Toronto, ON",Englemount - Lawrence,2399000,43.725357,-79.443275,M6A 1R9,North York
"#863 - 155 DALHOUSIE STREET Toronto, ON",Downtown,375000,43.65765,-79.376762,M5B 2R2,Old Toronto
"#1813 - 300 FRONT ST W Toronto, ON",Downtown,515000,43.644173,-79.38942,M5V 0E9,Old Toronto
"#904 - 2175 LAKE SHORE BLVD Toronto, ON",Mimico,379900,43.624306,-79.480461,M8V 1A2,Etobicoke
"#908 - 271 RIDLEY BLVD Toronto, ON",Nortown,429000,43.739883,-79.424202,M5M 4N7,North York
"205 RANDOLPH RD Toronto, ON",Leaside,2399000,43.709038,-79.364014,M4G 3S6,East York
"777 DANFORTH RD Toronto, ON",Kennedy Park,780000,43.72179,-79.256012,M1K 1G9,Scarborough
"#610 - 2737 KEELE ST Toronto, ON",Downsview,219000,43.72578,-79.480759,M3M 2E9,North York
"#706 - 5580 SHEPPARD AVE Toronto, ON",Malvern,189000,43.794353,-79.237694,M1B 2L3,Scarborough
"#707 - 25 TOWN CENTRE CRT Toronto, ON",Bendale,284900,43.773403,-79.254951,M1P 0A9,Scarborough
"5637 YONGE ST Toronto, ON",Newtonbrook,199000,43.780952,-79.415672,M2M 3T2,North York
"#613 - 59 ANNIE CRAIG DR Toronto, ON",Mimico,405999,43.624969,-79.478081,M8V 0C4,Etobicoke
"#4819 - 5 SHEPPARD AVE Toronto, ON",Jane and Finch,1158000,43.744011,-79.491524,M3M 3J8,Toronto
"#510 - 85 THE DONWAY W Toronto, ON",Don Mills,359000,43.732933,-79.346291,M3C,North York
"#319 - 70 FOREST MANOR RD Toronto, ON",Henry Farm,299999,43.774895,-79.345955,M2J 1G2,North York
"#2710 - 88 GRANGEWAY AVE Toronto, ON",Woburn,288000,43.773827,-79.250023,M1H 0A2,Scarborough
"49 JOHN TABOR TR Toronto, ON",Malvern,599888,43.806599,-79.20974,M1B 2P5,Scarborough
"#120 - 4750 YONGE ST Toronto, ON",Toronto,409000,43.761047,-79.410904,L4C 0M5,North York
"23 CANDY COURT WAY Toronto, ON",Newtonbrook,468888,43.784462,-79.445152,M2R 2Y7,Toronto
"#1406 - 60 TOWN CENTRE CRT Toronto, ON",Bendale,297900,43.773346,-79.256149,M1P 0B1,Scarborough
"#1010 - 121 MCMAHON DR Toronto, ON",Bayview Village,338800,43.767746,-79.370918,M2K 1C2,North York
"#510 - 19 ROSEBANK DR Toronto, ON",Malvern,469000,43.792038,-79.234344,M1B 5Z1,Scarborough
"#1005 - 5162 YONGE ST Toronto, ON",Willowdale,585000,43.769665,-79.41378,M2N 0E9,Toronto
"#802 - 7 BISHOP AVE Toronto, ON",Newtonbrook,329000,43.781662,-79.414391,M2M 4J4,North York
"#2308 - 88 SHEPPARD AVE E Toronto, ON",Willowdale,393800,43.763969,-79.407013,M2N 0G9,North York
"4229 BLOOR ST W Toronto, ON",Markland Wood,1554900,43.634731,-79.565956,M9C 1Z6,Etobicoke
"#2608 - 7 CONCORDE PL Toronto, ON",Victoria Village,448000,43.729931,-79.328445,M3C 3R8,North York
"#Th 17 - 21 BURKEBROOK PL Toronto, ON",Leaside,1847000,43.718571,-79.375565,M4G 4K8,East York
"#110 - 4434 KINGSTON RD Toronto, ON",West Hill,272900,43.768715,-79.188751,M1E 2N7,Scarborough
"130 LAURA RD Toronto, ON",Jane and Finch,509000,43.743279,-79.521927,M3N 2A1,North York
"#17 - 671 HUNTINGWOOD DR Toronto, ON",Tam O'Shanter,499900,43.7897,-79.30526,M1W 1H6,Scarborough
"#2706 - 80 ANTIBES DR Toronto, ON",Newtonbrook,392990,43.780464,-79.447006,M2R 3N1,North York
"#502 - 15 LA ROSE AVE Toronto, ON",Downtown,347900,43.666142,-79.370033,M4X 1N6,Old Toronto
"2919 ISLINGTON AVE Toronto, ON",Humber Summit,549900,43.75555,-79.568619,M9L 2K3,North York
"#2111 - 88 PARK LAWN RD Toronto, ON",Humber Bay,549000,43.624073,-79.484917,M8Y 0B6,Etobicoke
"#412 - 1200 DON MILLS RD Toronto, ON",Don Mills,488000,43.739239,-79.344574,M3B 3N9,North York
"1055 MIDLAND AVE Toronto, ON",Toronto,69900,43.741722,-79.261139,M1K 4G8,Toronto
"1 WHITLAM AVE Toronto, ON",New Toronto,1950000,43.601955,-79.524384,M8V 2K2,Etobicoke
"405 KINGSDALE AVE Toronto, ON",Willowdale,1568000,43.77507,-79.390251,M2N 3X8,Toronto
"#K-09 - 6464 YONGE ST Toronto, ON",Newtonbrook,299000,43.795685,-79.422287,M2M 3X4,North York
"66 WAYNE AVE Toronto, ON",Wexford - Maryvale,1399000,43.740005,-79.295784,M1R 1Y5,Scarborough
"4571 SHEPPARD AVE E Toronto, ON",Agincourt,69900,43.788841,-79.262466,M1S 1V2,Toronto
"24 MURRAY AVE Toronto, ON",Agincourt,1658000,43.784622,-79.27005,M1S 2A2,Scarborough
"#414 - 6 HUMBERLINE DR Toronto, ON",Rexdale,299000,43.73069,-79.611,M9W 6X8,Etobicoke
"#303 - 3390 WESTON RD Toronto, ON",Emery,124900,43.749187,-79.542702,M9M 2X3,North York
"#1807 - 30 GREENFIELD AVE Toronto, ON",Willowdale,579000,43.763882,-79.410576,M2N 6N3,North York
"#3603 - 59 ANNIE CRAIG DR Toronto, ON",Mimico,918800,43.624969,-79.478081,M8V 0C4,Etobicoke
"#1304 - 2 ANNDALE DR Toronto, ON",Willowdale,399888,43.760464,-79.410248,M2N 0G5,North York
"#1513 - 8 REAN DR Toronto, ON",Bayview Village,289999,43.766068,-79.382774,M2K 3B9,North York
"#910 - 60 BERWICK AVE Toronto, ON",Midtown Toronto,499900,43.703773,-79.399658,M5P 1H1,Toronto
"#405 - 295 ADELAIDE ST W Toronto, ON",Downtown,389990,43.647663,-79.390419,M5V 0L4,Toronto
"109 DIXON AVE Toronto, ON",The Beach,849000,43.670216,-79.306679,M4L 1N8,Old Toronto
"# 863 - 155 DALHOUSIE ST Toronto, ON",Downtown,375000,43.65765,-79.376762,M5B 2R2,Old Toronto
"#601 - 170 SUMACH ST Toronto, ON",Downtown,344900,43.660149,-79.360886,M5A 2B9,Old Toronto
"#608 - 10 BELLAIR ST Toronto, ON",Midtown Toronto,7899000,43.669788,-79.391121,M5S 3L7,Old Toronto
"81 MARKHAM ST Toronto, ON",Trinity - Bellwoods,2990000,43.650017,-79.406174,M6J 2G4,Old Toronto
"613 PAPE AVE Toronto, ON",Riverdale,799000,43.676186,-79.343529,M4K 3R9,Old Toronto
"123 OAKCREST AVE Toronto, ON",The Danforth,649000,43.684208,-79.307358,M4C 1B8,East York
"#410 - 24 NOBLE ST Toronto, ON",Parkdale,329900,43.642883,-79.430664,M6K 2C8,Old Toronto
"#1105 - 105 GEORGE ST Toronto, ON",Downtown,589900,43.652222,-79.370872,M5A 0L4,Old Toronto
"2360 DANFORTH AVE Toronto, ON",Woodbine - Lumsden,170000,43.687359,-79.306374,M4C 1K7,East York
"#1707 - 825 CHURCH ST Toronto, ON",Midtown Toronto,899900,43.672985,-79.387032,M4W 3Z4,Old Toronto
"#1706 - 155 YORKVILLE AVE Toronto, ON",Midtown Toronto,469900,43.670319,-79.394432,M5R 1C4,Old Toronto
"402 DANFORTH AVE Toronto, ON",Riverdale,549900,43.677757,-79.351578,M4K 1P3,Old Toronto
"5 EUCLID PL Toronto, ON",Trinity - Bellwoods,885000,43.647091,-79.407379,M6J 1J8,Old Toronto
"#1413 - 386 YONGE ST Toronto, ON",Downtown,549000,43.659328,-79.382675,M5G 2K2,Toronto
"#B326 - 18 BEVERLEY ST Toronto, ON",Downtown,699000,43.650394,-79.392609,M5T 3L2,Old Toronto
"#922 - 111 ST CLAIR AVE W Toronto, ON",Midtown Toronto,549900,43.686676,-79.399445,M4V 1N5,Old Toronto
"12 ROSLIN AVE Toronto, ON",North Toronto,2088000,43.729858,-79.402557,M4N 1Y9,Old Toronto
"#1907 - 5 ST JOSEPH ST Toronto, ON",Downtown,699900,43.665749,-79.385513,M4Y 0B6,Old Toronto
"116 RHODES AVE Toronto, ON",Leslieville,499000,43.66893,-79.319023,M4L 3A1,Old Toronto
"#311 - 75 ST NICHOLAS ST Toronto, ON",Downtown,465000,43.667709,-79.386383,M4Y 0A5,Old Toronto
"522 UNIVERSITY AVE Toronto, ON",Downtown,52500,43.655846,-79.389366,M5G,Canada
"#3309 - 397 FRONT ST W Toronto, ON",Downtown,424900,43.642567,-79.393463,M5V 3S1,Old Toronto
"#601 - 32 CAMDEN ST Toronto, ON",Downtown,339900,43.647167,-79.397346,M5V 1V1,Old Toronto
"89 RIVERDALE AVE Toronto, ON",Riverdale,1285000,43.669533,-79.349068,M4K 1C2,Old Toronto
"21 SIGNAL HILL AVE Toronto, ON",Rexdale,149000,43.752876,-79.624969,M9W 6V8,Etobicoke
"44 HOMESTEAD RD Toronto, ON",West Hill,849800,43.762257,-79.177025,M1E 3R9,Scarborough
"#2011 - 88 PARK LAWN RD Toronto, ON",Humber Bay,569000,43.624073,-79.484917,M8Y 0B6,Etobicoke
"#2414 - 10 NORTHTOWN WAY Toronto, ON",Willowdale,365900,43.775902,-79.413261,M2N 7L4,North York
"36 MILFORD AVE Toronto, ON",Brookhaven - Amesbury,3450000,43.705173,-79.473534,M6M 2V8,North York
"#612 - 915 MIDLAND AVE Toronto, ON",Toronto,189000,43.735214,-79.25843,M1K 2R5,Scarborough
"#1909 - 225 SACKVILLE ST Toronto, ON",Downtown,458000,43.659824,-79.362724,M5A 0B9,Old Toronto
"#1205 - 25 OXLEY ST Toronto, ON",Downtown,625800,43.646248,-79.394531,M5V 2J5,Old Toronto
"#1027 - 550 QUEENS QUAY Toronto, ON",Downtown,489900,43.637062,-79.396721,M5V 2V6,Toronto
"160 BARRINGTON AVE Toronto, ON",Old East York,849000,43.693871,-79.303078,M4C 4Z2,East York
"36 STANWELL DR Toronto, ON",Bendale,848800,43.770111,-79.251701,M1P 4H5,Scarborough
"#602 - 1000 KING ST W Toronto, ON",Niagara,405000,43.641735,-79.41449,M6K 3N1,Toronto
"19 NEAMES CRES Toronto, ON",Downsview,560000,43.726364,-79.512314,M3L 1K8,North York
"#805 - 70 TOWN CENTRE CRT Toronto, ON",Bendale,288000,43.773689,-79.255424,M1P 0B2,Scarborough
"95 NEVILLE PARK BLVD Toronto, ON",The Beach,1984095,43.674515,-79.281937,M4E 3P7,Old Toronto
"2710 DUNDAS ST W Toronto, ON",The Junction,1600000,43.664932,-79.45961,M6P 1Y2,York
"186 STRATHALLAN BLVD Toronto, ON",Midtown Toronto,2869000,43.713642,-79.418823,M5N 1T1,Old Toronto
"#508 - 88 GRANDVIEW WAY Toronto, ON",Willowdale,498800,43.774658,-79.412415,M2N 6V6,North York
"#1008 - 35 BALMUTO ST Toronto, ON",Downtown,669000,43.669456,-79.387474,M4Y 0A3,Old Toronto
"618 O&#39;CONNOR DR Toronto, ON",Toronto,799000,43.653225,-79.383186,M5G 1P5,Old Toronto
"#1005 - 68 ABELL ST Toronto, ON",Little Portugal,429000,43.642391,-79.424736,M6J 0B1,Old Toronto
"#910 - 7 BISHOP AVE Toronto, ON",Newtonbrook,399000,43.781662,-79.414391,M2M 4J4,North York
"#2304 - 21 WIDMER ST Toronto, ON",Downtown,569000,43.647224,-79.391098,M5V 0B8,Old Toronto
"#1608 - 101 PRUDENTIAL DR Toronto, ON",Dorset Park,199900,43.749035,-79.266685,M1P 4S5,Scarborough
"#523 - 85 QUEENS WHARF RD Toronto, ON",Downtown,369888,43.638866,-79.398438,M5V 1A9,Old Toronto
"#243 - 15 MERCHANTS WHARF Toronto, ON",Downtown,401500,43.644783,-79.362793,M5A 1B6,Old Toronto
"#623 - 1030 KING ST W Toronto, ON",Niagara,399900,43.641579,-79.415901,M6K 0B4,Old Toronto
"#519 - 1185 THE QUEENSWAY Toronto, ON",The Queensway,340800,43.621746,-79.521469,M8Z 0C6,Etobicoke
"#2 - 105 HEATH ST W Toronto, ON",Midtown Toronto,629000,43.689011,-79.400002,M4V 1T5,Old Toronto
"248 CODSELL AVE Toronto, ON",Bathurst Manor,999999,43.754963,-79.45652,M3H 3X1,North York
"#1509 - 381 FRONT ST W Toronto, ON",Downtown,399000,43.642654,-79.393059,M5V 3R8,Old Toronto
"2048 DANFORTH AVE Toronto, ON",Woodbine Heights,899000,43.685608,-79.313934,M4C 1J6,Old Toronto
"36 GLENSTROKE DR Toronto, ON",White Haven,599000,43.790421,-79.252586,M1S 2Z9,Toronto
"#11 - 90 CROCKAMHILL DR Toronto, ON",Agincourt,449000,43.799244,-79.282295,M1S 3H1,Scarborough
"#4909 - 21 GRENVILLE ST Toronto, ON",Downtown,619000,43.661793,-79.384506,M4Y 0B9,Old Toronto
"41 BERNICE CRES Toronto, ON",Rockcliffe - Smythe,489500,43.6679,-79.496674,M6N 1W7,York
"#3503 - 300 FRONT ST W Toronto, ON",Downtown,558000,43.644173,-79.38942,M5V 0E9,Old Toronto
"5 WEYMOUTH AVE Toronto, ON",Danforth Village,479900,43.690968,-79.292603,M4C 1R6,East York
"#2 B - 36 HAZELTON AVE Toronto, ON",Midtown Toronto,1299000,43.671864,-79.393814,M5R 2E2,Old Toronto
"#1 - 2792 EGLINTON AVE E Toronto, ON",Golden Mile,609900,43.72538,-79.299232,M1L 2L1,Scarborough
"#618 - 75 QUEENS WHARF RD Toronto, ON",Downtown,506000,43.638477,-79.397987,M5V 0J8,Old Toronto
"#1308 - 1 REAN DR Toronto, ON",Bayview Village,459900,43.76498,-79.383522,M2K 3C1,North York
"179 CARLTON ST Toronto, ON",Downtown,2350000,43.663265,-79.371582,M5A 2K3,Old Toronto
"364 LAWRENCE AVE W Toronto, ON",Nortown,1488000,43.721424,-79.42041,M5M 1B7,North York
"#116 - 1 RIPLEY AVE Toronto, ON",Swansea,410000,43.636818,-79.47419,M6S 4Z6,Toronto
"73 GOLDSBORO RD Toronto, ON",Humber Summit,599073,43.754013,-79.562782,M9L 1A6,North York
"1201 ST CLAIR AVE W Toronto, ON",Earlscourt,99000,43.677418,-79.444275,M6E 1B5,Old Toronto
"49 CARACAS RD Toronto, ON",Bayview Village,1050000,43.767426,-79.37751,M2K 1A8,North York
"#619 -62- 18 WYNFORD DR Toronto, ON",Wynford-Concorde,580500,43.723839,-79.337303,M3C 3S2,North York
"7 COLFAX ST Toronto, ON",Silverthorn,599000,43.69495,-79.468224,M6M 3K4,York
"#938 - 5 EVERSON DR Toronto, ON",Willowdale,399999,43.757408,-79.406853,M2N 7C3,North York
"129 SILVER SPRINGS BLVD Toronto, ON",Milliken,588000,43.801727,-79.302101,M1W 3L3,Scarborough
"#211 - 50 SUNNY GLENWAY WAY Toronto, ON",Flemingdon Park,310000,43.711494,-79.330009,M3C 2Z2,North York
"#8 - 29 FUNDY BAY BLVD Toronto, ON",L'Amoreaux,545000,43.810116,-79.313377,M1W 3A1,Scarborough
"#3507 - 16 BROOKERS LANE Toronto, ON",Humber Bay Shores,530000,43.626965,-79.478485,M8V 0A5,Etobicoke
"#1502 - 236 ALBION RD Toronto, ON",Rexdale,124900,43.722031,-79.543945,M9W 6A6,Etobicoke
"#1505 - 205 SHERWAY GARDENS RD Toronto, ON",Islington - City Centre West,419900,43.609573,-79.557335,M9C 0A5,Etobicoke
"#2302 - 33 SINGER CRT Toronto, ON",Bayview Village,435000,43.769611,-79.368416,M2K 0B4,North York
"80 NORTH DR Toronto, ON",Edenbridge - Humber Valley,3475000,43.677654,-79.52076,M9A 4R2,Etobicoke
"1 CARDELL AVE N Toronto, ON",Pelmo Park,517000,43.709682,-79.534584,M9N 2A7,North York
"106 MAXOME AVE Toronto, ON",Newtonbrook,1728000,43.790466,-79.401352,M2M 2E7,North York
"959 BRIMORTON DR Toronto, ON",Woburn,599900,43.771046,-79.209915,M1G 2V1,Scarborough
"75 SHROPSHIRE DR Toronto, ON",Dorset Park,599900,43.76022,-79.285583,M1P 1Y8,Scarborough
"217 BROWNING AVE Toronto, ON",Riverdale,849900,43.6828,-79.347855,M4K 1X1,Old Toronto
"4134 BATHURST ST Toronto, ON",Toronto,149900,43.747116,-79.436508,M3H 3P4,Toronto
"#Ph 4 - 80 Esther Lorrie Dr Toronto, ON",Rexdale,407500,43.727741,-79.577362,M9W 4T7,Toronto
"#911 - 2 ANNDALE DR Toronto, ON",Willowdale,588000,43.760464,-79.410248,M2N 0G5,North York
"71 SOMERSET AVE Toronto, ON",Davenport,699000,43.673634,-79.431572,M6H 2R3,Old Toronto
"#809 - 51 HARRISON GARDEN BLVD Toronto, ON",Willowdale,369900,43.756668,-79.407768,M2N 7G4,North York
"90 GLEN PARK AVE Toronto, ON",Midtown Toronto,1348000,43.711784,-79.43515,M6B 2C3,North York
"525 DANFORTH RD Toronto, ON",Scarborough Junction,995000,43.709301,-79.266144,M1K 1C8,Scarborough
"#1209 - 238 DORIS AVE Toronto, ON",Willowdale,496000,43.770878,-79.411964,M2N 6W1,North York
"#755 - 10 CAPREOL CRT Toronto, ON",Downtown,474900,43.640224,-79.39595,M5V 4A3,Old Toronto
"#203 - 203-5 ROWNTREE RD Toronto, ON",Rexdale,285000,43.74955,-79.58075,M9V 5G9,Toronto
"170 THE QUEENS WAY Toronto, ON",Mimico,105000,43.615341,-79.492996,M8V 2N9,Etobicoke
"#715 - 19 GRAND TRUNK CRES Toronto, ON",Entertainment District,589900,43.641491,-79.382607,M5J 3A3,Old Toronto
"# 201 - 4062 LAWRENCE AVE E Toronto, ON",Dorset Park,80000,43.751286,-79.265739,M1P 4W5,Scarborough
"#32 - 452 SILVERSTONE DR Toronto, ON",Silverstone,409800,43.74144,-79.598236,M9V 3K8,Ontario
"1593 DUFFERIN ST Toronto, ON",Regal Heights,1300000,43.675892,-79.441948,M6H 3L5,Old Toronto
"133 ZAPH AVE Toronto, ON",Highland Creek,2350000,43.797825,-79.169319,M1C 1M9,Scarborough
"82 WYCHWOOD PARK Toronto, ON",Midtown Toronto,7800000,43.677525,-79.418228,M6G 2V5,Old Toronto
"#206 - 101 WESTMORE DR Toronto, ON",Rexdale,349900,43.73735,-79.601723,M9V 3Y6,Toronto
"#309 - 665 KENNEDY RD Toronto, ON",Scarborough Junction,159500,43.72599,-79.265015,M1K 2B8,Scarborough
"1571 PHARMACY AVE Toronto, ON",Wexford - Maryvale,799000,43.763725,-79.311943,M1R 2K6,Scarborough
"#2306 - 219 FORT YORK BLVD Toronto, ON",Niagara,329900,43.63665,-79.405701,M5V 1A9,Canada
"#903 - 725 KING ST Toronto, ON",Niagara,345000,43.643291,-79.404724,M5V 2W9,Toronto
"#2111 - 170 FORT YORK BLVD Toronto, ON",Downtown,399900,43.639343,-79.399841,M5V 0E6,Canada
"#2505 - 4978 YONGE ST Toronto, ON",Willowdale,439000,43.765579,-79.41259,M2N 7G8,North York
"9 DANJOHN CRES Toronto, ON",Milliken,699000,43.811516,-79.280769,M1V 3N2,Scarborough
"#Ph02 - 10 NAVY WHARF CRT Toronto, ON",Downtown,1900000,43.6404,-79.392075,M5V 3V2,Old Toronto
"#901 - 381 FRONT ST W Toronto, ON",Downtown,384900,43.642654,-79.393059,M5V 3R8,Old Toronto
"45 CANARY CRES Toronto, ON",Bayview Village,1888000,43.781353,-79.388954,M2K 1Z1,North York
"#102 - 165 CHEROKEE BLVD Toronto, ON",Pleasant View,379900,43.792374,-79.336693,M2J 4T7,North York
"220 OSSINGTON AVE Toronto, ON",Trinity - Bellwoods,149900,43.649124,-79.420975,M6J 2Z9,Old Toronto
"3436 LAKE SHORE BLVD W Toronto, ON",Long Branch,150000,43.595627,-79.529289,M8W 1N3,Etobicoke
"#807 - 28 TED ROGERS WAY Toronto, ON",Downtown,415000,43.670547,-79.380585,M4Y 2J4,Ontario
"#3305 - 2045 LAKE SHORE BLVD W Toronto, ON",Mimico,1050000,43.631355,-79.474609,M8V 2Z6,Etobicoke
"#3306 - 37 GROSVENOR ST Toronto, ON",Downtown,725000,43.662407,-79.385941,M4Y 3G5,Old Toronto
"297 PORT UNION RD Toronto, ON",Port Union,89900,43.789452,-79.14077,M1C 2L3,Scarborough
"630 GERRARD ST E Toronto, ON",Riverdale,779000,43.665936,-79.350891,M4M 1Y3,Old Toronto
"42 SEACLIFF BLVD Toronto, ON",Humber Summit,649900,43.757236,-79.568275,M9L 2G7,North York
"659 COXWELL AVE Toronto, ON",East Danforth,699900,43.682163,-79.322914,M4C 5S3,Toronto
"37 PHALEN CRES Toronto, ON",Milliken,619000,43.819019,-79.280113,M1V 1Y5,Scarborough
"#1906 - 25 COLE ST Toronto, ON",Downtown,389900,43.660152,-79.364891,M5A 2C4,Old Toronto
"#Ph 9 A - 1 CHEDINGTON PL Toronto, ON",Toronto,2980000,43.727787,-79.381371,M4N 3R5,Toronto
"#503 - 1177 YONGE ST Toronto, ON",Midtown Toronto,510000,43.682873,-79.391518,M4T 3A8,Old Toronto
"112 SIXTEENTH ST Toronto, ON",New Toronto,599900,43.602974,-79.516861,M8V 3K1,Etobicoke
"#1222 - 386 YONGE ST Toronto, ON",Downtown,445900,43.659328,-79.382675,M5G 2K2,Toronto
"35 PENZANCE DR Toronto, ON",Bendale,575000,43.747921,-79.254951,M1K 4Z4,Scarborough
"#912 - 20 JOE SHUSTER WAY Toronto, ON",Toronto,399000,43.640209,-79.423943,M6K 0A4,Toronto
"148 NEWTON DR Toronto, ON",Newtonbrook,1798000,43.795513,-79.407936,M2M 2N3,North York
"76 WHEATSHEAF CRES Toronto, ON",Black Creek,599000,43.760731,-79.525566,M3N 1P6,North York
"#2410 - 5 VALHALLA INN RD Toronto, ON",Islington - City Centre West,314900,43.640293,-79.559761,M9B 1S9,Etobicoke
"#1802 - 3380 EGLINTON AVE Toronto, ON",Scarborough Village,208000,43.744812,-79.214561,M1J 3L6,Scarborough
"#2012 - 1 REAN DR Toronto, ON",Bayview Village,368800,43.76498,-79.383522,M2K 3C1,North York
"3833 MIDLAND AVE Toronto, ON",Port Royal,70000,43.81366,-79.29142,M1V 5L6,Scarborough
"122 ESTELLE AVE Toronto, ON",Willowdale,3448000,43.778057,-79.394241,M2N 5H5,North York
"#71 - 441 MILITARY TR Toronto, ON",Morningside,414000,43.788795,-79.20681,M1E 4E8,Scarborough
"8 A TEDDER ST Toronto, ON",Brookhaven - Amesbury,580000,43.698372,-79.49884,M6M 4W7,North York
"#406 - 1585 MARKHAM RD Toronto, ON",Malvern,478000,43.792263,-79.237587,M1B 2W1,Scarborough
"104 GOLDSBORO RD Toronto, ON",Humber Summit,589900,43.755226,-79.562088,M9L 1A8,North York
"#9 G - 8 ROSEBANK DR Toronto, ON",Malvern,249900,43.791836,-79.237404,M1B 5Z3,Scarborough
"#505 - 3865 LAKE SHORE BLVD W Toronto, ON",Long Branch,415000,43.589939,-79.545006,M8W 0A4,Etobicoke
"4046 ELLESMERE RD Toronto, ON",Highland Creek,939000,43.79401,-79.158142,M1C 1J2,Scarborough
"#404 - 455 SENTINEL RD Toronto, ON",York University Heights,319900,43.762249,-79.500114,M3J 2T6,Toronto
"4 HILLFARM DR Toronto, ON",Toronto,729900,43.825722,-79.272591,M1V 3C6,Scarborough
"#401 - 1030 KING ST W Toronto, ON",Niagara,259900,43.641579,-79.415901,M6K 0B4,Old Toronto
"#4201 - 45 CHARLES ST E Toronto, ON",Church and Wellesley,749500,43.668777,-79.383995,M4Y 1S2,Old Toronto
"#2508 - 70 FOREST MANOR RD Toronto, ON",Henry Farm,498000,43.774895,-79.345955,M2J 1G2,North York
"#707 - 28 AVONDALE AVE Toronto, ON",Willowdale,448000,43.75882,-79.408684,M2N 0K2,North York
"#2810 - 16 BROOKERS LANE Toronto, ON",Humber Bay Shores,313996,43.626965,-79.478485,M8V 0A5,Etobicoke
"266 TOWER DR Toronto, ON",Wexford - Maryvale,749000,43.756016,-79.295982,M1R 3R7,Scarborough
"#2 - 3833 MIDLAND AVE Toronto, ON",Port Royal,350000,43.81366,-79.29142,M1V 5L6,Scarborough
"#117 - 75 BAMBURGH CIRC Toronto, ON",Steeles,519900,43.814705,-79.325653,M1W 3W1,Canada
"#10 - 100 ST REGIS CRES S Toronto, ON",York University Heights,550000,43.755066,-79.483932,M3J 1Y8,North York
"#1607 - 59 ANNIE CRAIG DR Toronto, ON",Mimico,399000,43.624969,-79.478081,M8V 0C4,Etobicoke
"#204 - 50 LOTHERTON PTWY Toronto, ON",Glen Park,175000,43.705845,-79.466965,M6B 2G7,North York
"#3310 - 16 YONGE ST Toronto, ON",Downtown,489000,43.643227,-79.37619,M5E 2A1,Old Toronto
"38 MONTERREY DR Toronto, ON",Rexdale,659900,43.742077,-79.571907,M9V 1S8,Canada
"#308 - 8 PEMBERTON AVE Toronto, ON",Newtonbrook,419800,43.781689,-79.413429,M2M 4K8,Canada
